Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
0,00431406,true,Rx,0,8,07,AA,02,02,00,9F,2C,C3,
0,00831406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,7,06,03,10,C1,C7,0C,3F,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00431403,true,Rx,0,8,07,AA,02,01,00,A0,2C,C4,
0,00831403,true,Rx,0,8,07,20,09,00,01,4B,14,03,
0,00C31403,true,Rx,0,6,05,01,50,C4,CE,89,00,00,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,C5,
0,00831406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,01,50,C5,0B,79,00,00,
0,00441406,true,Rx,0,8,07,AA,02,05,00,F4,2C,C6,
0,00841406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C41406,true,Rx,0,8,07,03,13,39,C6,C6,C6,C6,
0,01041406,true,Rx,0,3,02,6D,7C,00,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00431403,true,Rx,0,8,07,AA,02,01,00,A0,2C,C7,
0,00831403,true,Rx,0,8,07,20,09,00,01,4B,14,03,
0,00C31403,true,Rx,0,6,05,01,50,C7,81,CC,00,00,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,C8,
0,00831406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,01,50,C8,F1,10,00,00,
0,00461403,true,Rx,0,8,07,AA,02,17,00,89,2C,C9,
0,00861403,true,Rx,0,8,07,20,09,00,01,4B,14,03,
0,00C61403,true,Rx,0,8,07,03,30,C9,CA,36,C9,C9,
0,01061403,true,Rx,0,8,07,C9,C9,C9,C9,C9,C9,C9,
0,01461403,true,Rx,0,8,07,C9,C9,C9,C9,C9,C9,C9,
0,01861403,true,Rx,0,7,06,C9,C9,C9,C9,4F,90,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,CA,
0,00861406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,CA,C9,35,CA,CA,
0,01061406,true,Rx,0,8,07,CA,CA,CA,CA,CA,CA,CA,
0,01461406,true,Rx,0,8,07,CA,CA,CA,CA,CA,CA,CA,
0,01861406,true,Rx,0,7,06,CA,CA,CA,CA,9F,4C,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,28,E5,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,28,2B,D7,28,28,28,
0,10114001,true,Rx,0,8,28,28,28,28,28,28,28,28,
0,10114001,true,Rx,0,8,28,28,28,28,28,28,28,28,
0,10214001,true,Rx,0,3,28,DD,1A,00,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00431403,true,Rx,0,8,07,AA,02,01,00,A0,2C,CB,
0,00831403,true,Rx,0,8,07,20,09,00,01,4B,14,03,
0,00C31403,true,Rx,0,6,05,01,50,CB,BE,99,00,00,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,CC,
0,00831406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,01,50,CC,E5,E3,00,00,
0,004D1403,true,Rx,0,8,07,AA,02,45,00,AF,2D,CD,
0,008D1403,true,Rx,0,8,07,20,09,00,01,4B,14,03,
0,00CD1403,true,Rx,0,8,07,03,2F,CC,88,CD,85,9A,
0,010D1403,true,Rx,0,8,07,F8,FC,97,86,85,F9,9E,
0,014D1403,true,Rx,0,8,07,8B,F8,9D,FD,F5,F8,FE,
0,018D1403,true,Rx,0,8,07,86,CD,CC,CD,CC,CA,CE,
0,01CD1403,true,Rx,0,8,07,CD,C8,CF,CC,CD,C8,CD,
0,020D1403,true,Rx,0,8,07,CD,CD,CD,CD,CD,CE,CD,
0,024D1403,true,Rx,0,8,07,CD,29,C1,32,32,32,32,
0,028D1403,true,Rx,0,8,07,C2,C8,CD,CD,CD,CD,95,
0,02CD1403,true,Rx,0,8,07,CF,CD,CD,CD,CD,CD,CD,
0,030D1403,true,Rx,0,8,07,CD,CD,CD,CD,CD,CD,CD,
0,034D1403,true,Rx,0,4,03,CD,B7,0D,00,00,00,00,
0,004D1406,true,Rx,0,8,07,AA,02,45,00,AF,2D,CE,
0,008D1406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00CD1406,true,Rx,0,8,07,03,2F,CF,8B,CE,86,99,
0,010D1406,true,Rx,0,8,07,FB,FF,94,85,86,FA,9D,
0,014D1406,true,Rx,0,8,07,88,FB,9E,FE,F6,FB,FD,
0,018D1406,true,Rx,0,8,07,85,CE,CF,CE,CF,C9,CD,
0,01CD1406,true,Rx,0,8,07,CE,CB,CC,CF,CE,CB,CE,
0,020D1406,true,Rx,0,8,07,CE,CE,CE,CE,CE,CD,CE,
0,024D1406,true,Rx,0,8,07,CE,2A,C2,31,31,31,31,
0,028D1406,true,Rx,0,8,07,C1,CB,CE,CE,CE,CE,96,
0,02CD1406,true,Rx,0,8,07,CC,CE,CE,CE,CE,CE,CE,
0,030D1406,true,Rx,0,8,07,CE,CE,CE,CE,CE,CE,CE,
0,034D1406,true,Rx,0,4,03,CE,FB,93,00,00,00,00,
0,10014001,true,Rx,0,8,AA,03,45,00,C4,2D,29,E5,
0,10114001,true,Rx,0,8,03,00,01,4B,14,03,01,01,
0,10114001,true,Rx,0,8,03,2F,28,6C,29,61,7E,1C,
0,10114001,true,Rx,0,8,18,73,62,61,1D,7A,6F,1C,
0,10114001,true,Rx,0,8,79,19,11,1C,1A,62,29,28,
0,10114001,true,Rx,0,8,29,28,2E,2A,29,2C,2B,28,
0,10114001,true,Rx,0,8,29,2C,29,29,29,29,29,29,
0,10114001,true,Rx,0,8,2A,29,29,CD,25,D6,D6,D6,
0,10114001,true,Rx,0,8,D6,26,2C,29,29,29,29,71,
0,10114001,true,Rx,0,8,2B,29,29,29,29,29,29,29,
0,10114001,true,Rx,0,8,29,29,29,29,29,29,29,5D,
0,10214001,true,Rx,0,1,6F,00,00,00,00,00,00,00,
0,00431406,true,Rx,0,8,07,AA,02,02,00,9F,2C,CF,
0,00831406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,7,06,03,10,CD,CB,19,2A,00,
0,00441406,true,Rx,0,8,07,AA,02,05,00,F4,2C,D0,
0,00841406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C41406,true,Rx,0,8,07,03,13,2F,D0,D0,D0,D0,
0,01041406,true,Rx,0,3,02,D8,93,00,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00451406,true,Rx,0,8,07,AA,02,0C,00,49,2C,D1,
0,00851406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C51406,true,Rx,0,8,07,03,23,C1,F6,D1,D1,D1,
0,01051406,true,Rx,0,8,07,B5,C5,D0,D0,D1,D1,D1,
0,01451406,true,Rx,0,3,02,9E,29,00,00,00,00,00,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,D2,
0,00831406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,03,27,D3,42,33,00,00,
0,00431403,true,Rx,0,8,07,AA,02,01,00,A0,2C,D3,
0,00831403,true,Rx,0,8,07,20,09,00,01,4B,14,03,
0,00C31403,true,Rx,0,6,05,01,50,D3,C0,33,00,00,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,D4,
0,00831406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,01,50,D4,9B,49,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00431403,true,Rx,0,8,07,AA,02,01,00,A0,2C,D5,
0,00831403,true,Rx,0,8,07,20,09,00,01,4B,14,03,
0,00C31403,true,Rx,0,6,05,01,50,D5,5E,B9,00,00,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,D6,
0,00831406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,01,50,D6,11,30,00,00,
0,00461403,true,Rx,0,8,07,AA,02,17,00,89,2C,D7,
0,00861403,true,Rx,0,8,07,20,09,00,01,4B,14,03,
0,00C61403,true,Rx,0,8,07,03,30,D7,D4,28,D7,D7,
0,01061403,true,Rx,0,8,07,D7,D7,D7,D7,D7,D7,D7,
0,01461403,true,Rx,0,8,07,D7,D7,D7,D7,D7,D7,D7,
0,01861403,true,Rx,0,7,06,D7,D7,D7,D7,BD,4F,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,D8,
0,00861406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,D8,DB,27,D8,D8,
0,01061406,true,Rx,0,8,07,D8,D8,D8,D8,D8,D8,D8,
0,01461406,true,Rx,0,8,07,D8,D8,D8,D8,D8,D8,D8,
0,01861406,true,Rx,0,7,06,D8,D8,D8,D8,59,E0,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,2A,E5,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,2A,29,D5,2A,2A,2A,
0,10114001,true,Rx,0,8,2A,2A,2A,2A,2A,2A,2A,2A,
0,10114001,true,Rx,0,8,2A,2A,2A,2A,2A,2A,2A,2A,
0,10214001,true,Rx,0,3,2A,28,CD,00,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00441406,true,Rx,0,8,07,AA,02,05,00,F4,2C,D9,
0,00841406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C41406,true,Rx,0,8,07,03,13,26,D9,D9,D9,D9,
0,01041406,true,Rx,0,3,02,D8,5C,00,00,00,00,00,
0,00431403,true,Rx,0,8,07,AA,02,01,00,A0,2C,DA,
0,00831403,true,Rx,0,8,07,20,09,00,01,4B,14,03,
0,00C31403,true,Rx,0,6,05,01,50,DA,2E,A9,00,00,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,DB,
0,00831406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,01,50,DB,EB,59,00,00,
0,00431406,true,Rx,0,8,07,AA,02,02,00,9F,2C,DC,
0,00831406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,7,06,03,10,DE,D8,90,2C,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,10014001,true,Rx,0,8,AA,13,5F,01,B4,2D,46,36,
0,10114001,true,Rx,0,8,00,00,02,4B,35,01,01,01,
0,10114001,true,Rx,0,8,14,04,4E,47,56,46,5E,47,
0,10114001,true,Rx,0,8,66,46,6E,46,76,46,7E,22,
0,10114001,true,Rx,0,8,06,46,0E,66,16,76,1E,47,
0,10114001,true,Rx,0,8,26,F4,52,2E,46,36,46,3E,
0,10114001,true,Rx,0,8,B9,B9,B9,B9,B9,B9,B9,B9,
0,10114001,true,Rx,0,8,B9,47,C6,47,41,CE,47,46,
0,10114001,true,Rx,0,8,D6,47,46,DE,47,46,E6,47,
0,10114001,true,Rx,0,8,46,EE,47,42,F6,47,B2,45,
0,10114001,true,Rx,0,8,FE,47,46,86,47,96,6E,8E,
0,10114001,true,Rx,0,8,47,46,96,47,B6,68,9E,47,
0,10114001,true,Rx,0,8,DD,69,A6,47,86,78,AE,47,
0,10114001,true,Rx,0,8,47,B6,47,47,BE,47,5D,C6,
0,10114001,true,Rx,0,8,44,FA,C9,44,CE,44,45,D6,
0,10114001,true,Rx,0,8,44,0D,DE,44,66,E6,44,D1,
0,10114001,true,Rx,0,8,B2,A4,5B,EE,44,47,86,44,
0,10114001,true,Rx,0,8,46,8E,44,46,96,44,86,97,
0,10114001,true,Rx,0,8,C4,BE,BC,B9,B9,B9,B9,47,
0,10114001,true,Rx,0,8,9E,44,47,A6,44,46,AE,44,
0,10114001,true,Rx,0,8,46,B6,44,46,BE,44,46,C6,
0,10114001,true,Rx,0,8,45,46,CE,45,46,D6,45,46,
0,10114001,true,Rx,0,8,E6,45,97,B9,B9,B9,B9,B9,
0,10114001,true,Rx,0,8,B9,B9,B9,47,EE,45,46,F6,
0,10114001,true,Rx,0,8,45,46,FE,45,46,86,45,47,
0,10114001,true,Rx,0,8,8E,45,46,96,45,44,9E,45,
0,10114001,true,Rx,0,8,44,A6,45,47,AE,45,47,B6,
0,10114001,true,Rx,0,8,45,B9,B9,45,BE,45,B9,B9,
0,10114001,true,Rx,0,8,45,CC,42,CA,47,56,47,5E,
0,10114001,true,Rx,0,8,44,6E,B4,C2,EA,56,76,5C,
0,10114001,true,Rx,0,8,7E,AA,DD,45,06,F1,4E,0E,
0,10114001,true,Rx,0,8,5C,16,47,1E,E6,DA,47,26,
0,10114001,true,Rx,0,8,B3,60,2E,A4,DD,47,36,F6,
0,10114001,true,Rx,0,8,C3,45,3E,25,C6,47,A4,5F,
0,10114001,true,Rx,0,8,CE,47,99,5F,D6,47,5C,DE,
0,10114001,true,Rx,0,8,47,51,E6,47,5B,EE,47,5B,
0,10114001,true,Rx,0,8,86,47,AA,DC,47,8B,47,0C,
0,10114001,true,Rx,0,8,3B,8A,07,AE,47,47,B6,47,
0,10114001,true,Rx,0,8,47,BE,47,47,C6,44,90,ED,
0,10114001,true,Rx,0,8,45,CE,44,EE,85,47,DE,44,
0,10114001,true,Rx,0,8,22,E6,44,4B,EE,44,5C,F6,
0,10114001,true,Rx,0,8,44,47,86,44,D9,40,8E,44,
0,10114001,true,Rx,0,8,F5,68,96,44,47,9B,44,FB,
0,10114001,true,Rx,0,8,78,8A,07,AE,44,47,B6,44,
0,10114001,true,Rx,0,8,47,BE,44,AC,D5,45,C6,45,
0,10114001,true,Rx,0,8,FC,E5,45,CE,45,52,DE,45,
0,10214001,true,Rx,0,3,22,6D,C7,00,00,00,00,00,
0,00431403,true,Rx,0,8,07,AA,02,01,00,A0,2C,DD,
0,00831403,true,Rx,0,8,07,20,09,00,01,4B,14,03,
0,00C31403,true,Rx,0,6,05,01,50,DD,75,1F,00,00,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,DE,
0,00831406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,01,50,DE,3A,96,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00461403,true,Rx,0,8,07,AA,02,17,00,89,2C,DF,
0,00861403,true,Rx,0,8,07,20,09,00,01,4B,14,03,
0,00C61403,true,Rx,0,8,07,03,30,DF,DC,20,DF,DF,
0,01061403,true,Rx,0,8,07,DF,DF,DF,DF,DF,DF,DF,
0,01461403,true,Rx,0,8,07,DF,DF,DF,DF,DF,DF,DF,
0,01861403,true,Rx,0,7,06,DF,DF,DF,DF,64,D2,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,E0,
0,00861406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,E0,E3,1F,E0,E0,
0,01061406,true,Rx,0,8,07,E0,E0,E0,E0,E0,E0,E0,
0,01461406,true,Rx,0,8,07,E0,E0,E0,E0,E0,E0,E0,
0,01861406,true,Rx,0,7,06,E0,E0,E0,E0,53,F1,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,2B,E5,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,2B,28,D4,2B,2B,2B,
0,10114001,true,Rx,0,8,2B,2B,2B,2B,2B,2B,2B,2B,
0,10114001,true,Rx,0,8,2B,2B,2B,2B,2B,2B,2B,2B,
0,10214001,true,Rx,0,3,2B,D3,06,00,00,00,00,00,
0,10014001,true,Rx,0,8,AA,03,00,00,DE,2D,2C,E5,
0,10114001,true,Rx,0,8,03,00,01,4B,14,03,01,00,
0,10214001,true,Rx,0,4,01,05,D9,E7,00,00,00,00,
0,004D1403,true,Rx,0,8,07,AA,02,45,00,AF,2D,E1,
0,008D1403,true,Rx,0,8,07,20,09,00,01,4B,14,03,
0,00CD1403,true,Rx,0,8,07,03,2F,E0,A4,E1,A9,B6,
0,010D1403,true,Rx,0,8,07,D4,D0,BB,AA,A9,D5,B2,
0,014D1403,true,Rx,0,8,07,A7,D4,B1,D1,D9,D4,D2,
0,018D1403,true,Rx,0,8,07,AA,E1,E0,E1,E0,E6,E2,
0,01CD1403,true,Rx,0,8,07,E1,E4,E3,E0,E1,E4,E1,
0,020D1403,true,Rx,0,8,07,E1,E1,E1,E1,E1,E2,E1,
0,024D1403,true,Rx,0,8,07,E1,05,ED,1E,1E,1E,1E,
0,028D1403,true,Rx,0,8,07,EE,E4,E1,E1,E1,E1,B9,
0,02CD1403,true,Rx,0,8,07,E3,E1,E1,E1,E1,E1,E1,
0,030D1403,true,Rx,0,8,07,E1,E1,E1,E1,E1,E1,E1,
0,034D1403,true,Rx,0,4,03,E1,81,9B,00,00,00,00,
0,004D1406,true,Rx,0,8,07,AA,02,45,00,AF,2D,E2,
0,008D1406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00CD1406,true,Rx,0,8,07,03,2F,E3,A7,E2,AA,B5,
0,010D1406,true,Rx,0,8,07,D7,D3,B8,A9,AA,D6,B1,
0,014D1406,true,Rx,0,8,07,A4,D7,B2,D2,DA,D7,D1,
0,018D1406,true,Rx,0,8,07,A9,E2,E3,E2,E3,E5,E1,
0,01CD1406,true,Rx,0,8,07,E2,E7,E0,E3,E2,E7,E2,
0,020D1406,true,Rx,0,8,07,E2,E2,E2,E2,E2,E1,E2,
0,024D1406,true,Rx,0,8,07,E2,06,EE,1D,1D,1D,1D,
0,028D1406,true,Rx,0,8,07,ED,E7,E2,E2,E2,E2,BA,
0,02CD1406,true,Rx,0,8,07,E0,E2,E2,E2,E2,E2,E2,
0,030D1406,true,Rx,0,8,07,E2,E2,E2,E2,E2,E2,E2,
0,034D1406,true,Rx,0,4,03,E2,CD,05,00,00,00,00,
0,10014001,true,Rx,0,8,AA,03,45,00,C4,2D,2D,E5,
0,10114001,true,Rx,0,8,03,00,01,4B,14,03,01,01,
0,10114001,true,Rx,0,8,03,2F,2C,68,2D,65,7A,18,
0,10114001,true,Rx,0,8,1C,77,66,65,19,7E,6B,18,
0,10114001,true,Rx,0,8,7D,1D,15,18,1E,66,2D,2C,
0,10114001,true,Rx,0,8,2D,2C,2A,2E,2D,28,2F,2C,
0,10114001,true,Rx,0,8,2D,28,2D,2D,2D,2D,2D,2D,
0,10114001,true,Rx,0,8,2E,2D,2D,C9,21,D2,D2,D2,
0,10114001,true,Rx,0,8,D2,22,28,2D,2D,2D,2D,75,
0,10114001,true,Rx,0,8,2F,2D,2D,2D,2D,2D,2D,2D,
0,10114001,true,Rx,0,8,2D,2D,2D,2D,2D,2D,2D,88,
0,10214001,true,Rx,0,1,8F,00,00,00,00,00,00,00,
0,00431403,true,Rx,0,8,07,AA,02,01,00,A0,2C,E3,
0,00831403,true,Rx,0,8,07,20,09,00,01,4B,14,03,
0,00C31403,true,Rx,0,6,05,01,50,E3,3F,27,00,00,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,E4,
0,00831406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,01,50,E4,64,5D,00,00,
0,10014001,true,Rx,0,8,AA,13,B8,01,9C,2D,47,36,
0,10114001,true,Rx,0,8,00,00,02,4B,35,01,01,01,
0,10114001,true,Rx,0,8,14,01,4F,47,57,47,5F,47,
0,10114001,true,Rx,0,8,67,47,6F,47,77,47,7F,47,
0,10114001,true,Rx,0,8,07,47,0F,47,17,47,1F,43,
0,10114001,true,Rx,0,8,27,43,2F,42,37,41,3F,46,
0,10114001,true,Rx,0,8,C7,46,B4,45,CF,46,E1,5A,
0,10114001,true,Rx,0,8,D7,46,47,DF,46,47,E7,46,
0,10114001,true,Rx,0,8,99,45,EF,46,B4,45,F7,46,
0,10114001,true,Rx,0,8,8F,5A,FF,46,47,87,46,47,
0,10114001,true,Rx,0,8,8F,46,B5,45,97,46,CA,43,
0,10114001,true,Rx,0,8,9F,46,AB,43,A7,46,47,AF,
0,10114001,true,Rx,0,8,46,47,B7,46,C3,45,BF,46,
0,10114001,true,Rx,0,8,47,C7,45,47,CF,45,B4,46,
0,10114001,true,Rx,0,8,D7,45,99,45,DF,45,94,67,
0,10114001,true,Rx,0,8,E7,45,E5,54,EF,45,7E,F7,
0,10114001,true,Rx,0,8,45,47,FF,45,47,87,45,B4,
0,10114001,true,Rx,0,8,44,97,45,47,9F,45,57,A7,
0,10114001,true,Rx,0,8,45,47,AF,45,47,B7,45,85,
0,10114001,true,Rx,0,8,C9,46,BF,45,47,C7,44,F5,
0,10114001,true,Rx,0,8,53,CF,44,47,D7,44,47,DF,
0,10114001,true,Rx,0,8,44,53,E7,44,23,EF,44,46,
0,10114001,true,Rx,0,8,F7,44,47,FF,44,47,87,44,
0,10114001,true,Rx,0,8,F5,45,8F,44,45,97,44,87,
0,10114001,true,Rx,0,8,79,9F,44,A8,69,A7,44,A8,
0,10114001,true,Rx,0,8,69,AF,44,46,B7,44,47,BF,
0,10114001,true,Rx,0,8,44,F5,53,C7,43,47,CF,43,
0,10114001,true,Rx,0,8,47,D7,43,F5,53,DF,43,F5,
0,10114001,true,Rx,0,8,53,E7,43,40,EF,43,47,F7,
0,10114001,true,Rx,0,8,43,47,FF,43,47,87,43,67,
0,10114001,true,Rx,0,8,8F,43,77,97,43,47,9F,43,
0,10114001,true,Rx,0,8,47,A7,43,43,AF,43,47,B7,
0,10114001,true,Rx,0,8,43,47,BF,43,87,79,C7,42,
0,10114001,true,Rx,0,8,47,CF,42,47,D7,42,47,DF,
0,10114001,true,Rx,0,8,42,96,B8,B8,B8,B8,B8,B8,
0,10114001,true,Rx,0,8,B8,B8,46,E7,42,47,EF,42,
0,10114001,true,Rx,0,8,B3,44,F7,42,97,6F,FF,42,
0,10114001,true,Rx,0,8,B7,69,D7,41,DC,68,DF,41,
0,10114001,true,Rx,0,8,87,79,E7,41,46,EF,41,5C,
0,10114001,true,Rx,0,8,F7,41,D0,B3,A5,5A,FF,41,
0,10114001,true,Rx,0,8,46,87,41,8F,97,9F,D8,44,
0,10114001,true,Rx,0,8,8F,41,C3,FE,84,D1,4B,97,
0,10114001,true,Rx,0,8,41,87,96,C5,BF,BD,B8,B8,
0,10114001,true,Rx,0,8,B8,B8,46,9F,41,46,A7,41,
0,10114001,true,Rx,0,8,47,AF,41,47,B7,41,47,DF,
0,10114001,true,Rx,0,8,40,0C,E7,40,67,87,40,97,
0,10114001,true,Rx,0,8,6F,8F,40,47,9F,40,B6,1E,
0,10114001,true,Rx,0,8,A7,40,41,AF,40,44,B2,40,
0,10114001,true,Rx,0,8,5F,E8,5B,0E,F7,4F,6F,87,
0,10114001,true,Rx,0,8,4F,93,B8,B8,B8,B8,B8,B8,
0,10114001,true,Rx,0,8,B8,B8,46,8F,4F,47,9F,4F,
0,10114001,true,Rx,0,8,47,A7,4F,47,AF,4F,5E,B7,
0,10114001,true,Rx,0,8,4F,47,BF,4F,46,C7,4E,47,
0,10114001,true,Rx,0,8,CF,4E,47,D7,4E,47,DF,4E,
0,10114001,true,Rx,0,8,47,E7,4E,47,EF,4E,47,F7,
0,10114001,true,Rx,0,8,4E,47,87,4E,4D,8F,4E,D4,
0,10114001,true,Rx,0,8,80,97,F9,41,97,4E,47,9F,
0,10214001,true,Rx,0,4,4E,47,D8,F5,00,00,00,00,
0,00441406,true,Rx,0,8,07,AA,02,05,00,F4,2C,E5,
0,00841406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C41406,true,Rx,0,8,07,03,13,1A,E5,E5,E5,E5,
0,01041406,true,Rx,0,3,02,69,05,00,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00451406,true,Rx,0,8,07,AA,02,0C,00,49,2C,E6,
0,00851406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C51406,true,Rx,0,8,07,03,23,F6,C1,E6,E6,E6,
0,01051406,true,Rx,0,8,07,82,F2,E7,E7,E6,E6,E6,
0,01451406,true,Rx,0,3,02,15,DD,00,00,00,00,00,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,E7,
0,00831406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,03,27,E6,6C,E8,00,00,
0,00431406,true,Rx,0,8,07,AA,02,02,00,9F,2C,E8,
0,00831406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,7,06,03,10,EA,EC,36,B4,00,
0,00431403,true,Rx,0,8,07,AA,02,01,00,A0,2C,E9,
0,00831403,true,Rx,0,8,07,20,09,00,01,4B,14,03,
0,00C31403,true,Rx,0,6,05,01,50,E9,9E,F8,00,00,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,EA,
0,00831406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,01,50,EA,D1,71,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00461403,true,Rx,0,8,07,AA,02,17,00,89,2C,EB,
0,00861403,true,Rx,0,8,07,20,09,00,01,4B,14,03,
0,00C61403,true,Rx,0,8,07,03,30,EB,E8,14,EB,EB,
0,01061403,true,Rx,0,8,07,EB,EB,EB,EB,EB,EB,EB,
0,01461403,true,Rx,0,8,07,EB,EB,EB,EB,EB,EB,EB,
0,01861403,true,Rx,0,7,06,EB,EB,EB,EB,5A,B0,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,EC,
0,00861406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,EC,EF,13,EC,EC,
0,01061406,true,Rx,0,8,07,EC,EC,EC,EC,EC,EC,EC,
0,01461406,true,Rx,0,8,07,EC,EC,EC,EC,EC,EC,EC,
0,01861406,true,Rx,0,7,06,EC,EC,EC,EC,67,82,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,2E,E5,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,2E,2D,D1,2E,2E,2E,
0,10114001,true,Rx,0,8,2E,2E,2E,2E,2E,2E,2E,2E,
0,10114001,true,Rx,0,8,2E,2E,2E,2E,2E,2E,2E,2E,
0,10214001,true,Rx,0,3,2E,C1,22,00,00,00,00,00,
0,00431403,true,Rx,0,8,07,AA,02,01,00,A0,2C,ED,
0,00831403,true,Rx,0,8,07,20,09,00,01,4B,14,03,
0,00C31403,true,Rx,0,6,05,01,50,ED,8A,0B,00,00,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,EE,
0,00831406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,01,50,EE,C5,82,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00441406,true,Rx,0,8,07,AA,02,05,00,F4,2C,EF,
0,00841406,true,Rx,0,8,07,20,09,00,01,4B,14,06,
0,00C41406,true,Rx,0,8,07,03,13,10,EF,EF,EF,EF,
0,01041406,true,Rx,0,3,02,DE,7E,00,00,00,00,00,
0,00431403,true,Rx,0,8,07,AA,02,01,00,A0,2C,F0,
